,0
0,66.66666666666666
1,90.0
2,73.33333333333333
3,86.66666666666667
4,80.0
5,73.33333333333333
6,80.0
7,66.66666666666666
8,96.66666666666667
9,83.33333333333334
10,83.33333333333334
11,56.666666666666664
12,33.33333333333333
13,66.66666666666666
14,90.0
15,93.33333333333333
16,83.33333333333334
17,96.66666666666667
18,86.66666666666667
19,80.0
20,73.33333333333333
21,86.66666666666667
22,90.0
23,90.0
24,93.33333333333333
25,80.0
26,76.66666666666667
27,100.0
28,76.66666666666667
29,90.0
30,76.66666666666667
31,66.66666666666666
32,86.66666666666667
33,86.66666666666667
34,86.66666666666667
35,96.66666666666667
36,100.0
37,63.33333333333333
38,70.0
39,73.33333333333333
40,93.33333333333333
41,60.0
42,53.333333333333336
43,93.33333333333333
