,0
0,0.3282442748091603
1,0.3082191780821918
2,0.5147058823529411
3,0.3282442748091603
4,0.3828125
5,0.3382352941176471
6,0.32142857142857145
7,0.3191489361702128
8,0.30405405405405406
9,0.29411764705882354
10,0.2980132450331126
11,0.3282442748091603
12,0.3790322580645161
13,0.3283582089552239
14,0.32142857142857145
15,0.33116883116883117
16,0.35384615384615387
17,0.3125
18,0.3082191780821918
19,0.31851851851851853
20,0.3283582089552239
21,0.32592592592592595
22,0.3237410071942446
23,0.6338028169014085
24,0.2606060606060606
25,0.2980132450331126
26,0.3146853146853147
27,0.2732919254658385
28,0.2953020134228188
29,0.3006535947712418
30,0.1859504132231405
31,0.21634615384615385
32,0.18032786885245902
33,0.1917808219178082
34,0.18725099601593626
35,0.18803418803418803
36,0.1935483870967742
37,0.19730941704035873
38,0.19469026548672566
39,0.18106995884773663
40,0.18565400843881857
41,0.1935483870967742
42,0.21739130434782608
43,0.18025751072961374
