,0
0,26.666666666666668
1,30.0
2,16.666666666666664
3,23.333333333333332
4,36.666666666666664
5,20.0
6,30.0
7,33.33333333333333
8,33.33333333333333
9,46.666666666666664
10,16.666666666666664
11,20.0
12,33.33333333333333
13,36.666666666666664
14,33.33333333333333
15,53.333333333333336
16,30.0
17,40.0
18,30.0
19,30.0
20,30.0
21,30.0
22,33.33333333333333
23,26.666666666666668
24,23.333333333333332
25,33.33333333333333
26,16.666666666666664
27,53.333333333333336
28,10.0
29,26.666666666666668
30,36.666666666666664
31,10.0
32,36.666666666666664
33,23.333333333333332
34,30.0
35,16.666666666666664
36,36.666666666666664
37,26.666666666666668
38,20.0
39,20.0
40,6.666666666666667
41,16.666666666666664
42,10.0
43,13.333333333333334
