,0
0,20.0
1,36.666666666666664
2,33.33333333333333
3,26.666666666666668
4,46.666666666666664
5,33.33333333333333
6,40.0
7,33.33333333333333
8,60.0
9,50.0
10,26.666666666666668
11,30.0
12,23.333333333333332
13,23.333333333333332
14,40.0
15,53.333333333333336
16,23.333333333333332
17,43.333333333333336
18,33.33333333333333
19,33.33333333333333
20,26.666666666666668
21,30.0
22,53.333333333333336
23,36.666666666666664
24,40.0
25,30.0
26,30.0
27,40.0
28,30.0
29,36.666666666666664
30,20.0
31,20.0
32,33.33333333333333
33,16.666666666666664
34,26.666666666666668
35,33.33333333333333
36,30.0
37,20.0
38,23.333333333333332
39,40.0
40,26.666666666666668
41,20.0
42,20.0
43,20.0
