,0
0,36.666666666666664
1,26.666666666666668
2,33.33333333333333
3,23.333333333333332
4,43.333333333333336
5,20.0
6,23.333333333333332
7,30.0
8,30.0
9,26.666666666666668
10,26.666666666666668
11,26.666666666666668
12,26.666666666666668
13,33.33333333333333
14,50.0
15,20.0
16,16.666666666666664
17,23.333333333333332
18,20.0
19,23.333333333333332
20,33.33333333333333
21,30.0
22,36.666666666666664
23,26.666666666666668
24,30.0
25,30.0
26,26.666666666666668
27,23.333333333333332
28,36.666666666666664
29,26.666666666666668
30,26.666666666666668
31,30.0
32,13.333333333333334
33,13.333333333333334
34,3.3333333333333335
35,26.666666666666668
36,30.0
37,23.333333333333332
38,16.666666666666664
39,10.0
40,53.333333333333336
41,16.666666666666664
42,23.333333333333332
43,26.666666666666668
