,0
0,90.0
1,96.66666666666667
2,80.0
3,73.33333333333333
4,80.0
5,66.66666666666666
6,86.66666666666667
7,90.0
8,96.66666666666667
9,93.33333333333333
10,96.66666666666667
11,66.66666666666666
12,50.0
13,70.0
14,96.66666666666667
15,100.0
16,86.66666666666667
17,93.33333333333333
18,90.0
19,80.0
20,86.66666666666667
21,86.66666666666667
22,86.66666666666667
23,100.0
24,100.0
25,86.66666666666667
26,93.33333333333333
27,100.0
28,80.0
29,96.66666666666667
30,80.0
31,60.0
32,86.66666666666667
33,100.0
34,93.33333333333333
35,93.33333333333333
36,100.0
37,70.0
38,56.666666666666664
39,83.33333333333334
40,96.66666666666667
41,70.0
42,66.66666666666666
43,93.33333333333333
