,0
0,80.0
1,96.66666666666667
2,63.33333333333333
3,80.0
4,73.33333333333333
5,66.66666666666666
6,80.0
7,76.66666666666667
8,100.0
9,93.33333333333333
10,80.0
11,60.0
12,30.0
13,70.0
14,83.33333333333334
15,96.66666666666667
16,76.66666666666667
17,93.33333333333333
18,90.0
19,83.33333333333334
20,83.33333333333334
21,83.33333333333334
22,86.66666666666667
23,100.0
24,96.66666666666667
25,80.0
26,83.33333333333334
27,100.0
28,80.0
29,93.33333333333333
30,80.0
31,60.0
32,70.0
33,83.33333333333334
34,93.33333333333333
35,86.66666666666667
36,100.0
37,60.0
38,73.33333333333333
39,70.0
40,93.33333333333333
41,60.0
42,46.666666666666664
43,86.66666666666667
