,0
0,96.66666666666667
1,100.0
2,76.66666666666667
3,93.33333333333333
4,96.66666666666667
5,70.0
6,100.0
7,100.0
8,96.66666666666667
9,53.333333333333336
10,100.0
11,93.33333333333333
12,100.0
13,80.0
14,80.0
15,100.0
16,100.0
17,96.66666666666667
18,100.0
19,100.0
20,66.66666666666666
21,100.0
22,96.66666666666667
23,56.666666666666664
24,100.0
25,56.666666666666664
26,93.33333333333333
27,43.333333333333336
28,96.66666666666667
29,66.66666666666666
30,90.0
31,93.33333333333333
32,83.33333333333334
33,86.66666666666667
34,86.66666666666667
35,80.0
36,90.0
37,86.66666666666667
38,96.66666666666667
39,93.33333333333333
40,96.66666666666667
41,66.66666666666666
42,36.666666666666664
43,73.33333333333333
44,96.66666666666667
45,100.0
46,90.0
47,93.33333333333333
48,93.33333333333333
49,86.66666666666667
50,86.66666666666667
51,86.66666666666667
52,90.0
53,100.0
54,96.66666666666667
55,90.0
56,86.66666666666667
57,100.0
58,73.33333333333333
59,93.33333333333333
