,0
0,0.9213483146067416
1,0.4867924528301887
2,0.5092936802973977
3,1.0
4,0.9963898916967509
5,0.996309963099631
6,0.5092936802973977
7,0.5111940298507462
8,0.978494623655914
9,0.8639705882352942
10,1.0
11,0.9774436090225563
12,0.9850187265917603
13,0.9962962962962963
14,0.4867924528301887
15,0.7045454545454546
16,0.9855595667870036
17,0.9963369963369964
18,0.8044280442804428
19,0.9736842105263158
20,1.0
21,0.5111940298507462
22,0.9624060150375939
23,0.8851851851851852
24,0.992619926199262
25,0.48863636363636365
26,0.9963636363636363
27,0.9852941176470589
28,0.7814814814814814
29,0.8528301886792453
30,0.5163398692810458
31,0.48409090909090907
32,0.4977578475336323
33,0.4977578475336323
34,0.4866666666666667
35,0.5033259423503326
36,0.6518847006651884
37,0.4866666666666667
38,0.9977528089887641
39,0.49887640449438203
40,0.5022321428571429
41,0.5076252723311547
42,0.4966139954853273
43,0.49777777777777776
