순번,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,분기,일반상영관 가격
308,테이큰 3,올리비에 메가턴,이십세기폭스코리아(주),2015-01-01,미국,616,15088105000,"1,860,934",4082036100,"487,343",액션,15세이상관람가,1,9500
309,코리아,문현성,씨제이이앤엠(주),2012-05-03,한국,537,13334762500,"1,857,392",3257620500,"430,385",드라마,12세이상관람가,2,8500
310,지.아이.조 2,존 추,씨제이이앤엠(주),2013-03-28,미국,766,14457048500,"1,855,917",4297507500,"525,451",액션,15세이상관람가,1,9500
311,노무현입니다,이창재,"CGV아트하우스,영화사 풀",2017-05-25,한국,775,14554935612,"1,854,867",3471668912,"427,607",다큐멘터리,12세이상관람가,2,9500
312,집으로 가는 길,방은진,씨제이이앤엠(주),2013-12-11,한국,740,13048519745,"1,854,625",3235828745,"440,958",드라마,15세이상관람가,4,9500
313,악마를 보았다,김지운,(주)쇼박스,2010-08-12,한국,494,14148937025,"1,848,418",4418565000,"551,368",스릴러,청소년관람불가,3,8500
315,나의 PS 파트너 ,변성현,씨제이이앤엠(주),2012-12-06,한국,552,13845218616,"1,823,116",4448949593,"564,999",멜로/로맨스,청소년관람불가,4,8500
316,007 스펙터,샘 멘데스,유니버설픽쳐스인터내셔널 코리아(유),2015-11-11,영국,"1,105",14302132030,"1,820,842",4498038930,"548,085",액션,15세이상관람가,4,9500
317,차우,신정원,롯데쇼핑㈜롯데엔터테인먼트,2009-07-15,한국,397,12676951144,"1,799,356",3362197000,"450,304",액션,12세이상관람가,3,8500
318,작전명 발키리,브라이언 싱어,이십세기폭스코리아(주),2009-01-22,미국,372,11972135869,"1,798,205",3785088000,"539,828",스릴러,12세이상관람가,1,8500
319,분노의 질주: 더 맥시멈,저스틴 린,유니버설픽쳐스인터내셔널 코리아(유),2013-05-22,미국,656,13203523042,"1,790,457",3808832042,"490,893",액션,15세이상관람가,2,9500
320,아내가 결혼했다,정윤수,씨제이엔터테인먼트,2008-10-23,한국,414,11995855000,"1,788,748",4332092500,"617,538",멜로/로맨스,청소년관람불가,4,7500
321,저스티스 리그,잭 스나이더,워너브러더스 코리아(주),2017-11-15,미국,"1,308",14629677795,"1,786,383",4549730995,"524,158",액션,12세이상관람가,4,9500
322,공범,국동석,씨제이이앤엠(주),2013-10-24,한국,611,12333110882,"1,766,285",3073743882,"413,549",스릴러,15세이상관람가,4,9500
323,나를 찾아줘,데이빗 핀처,이십세기폭스코리아(주),2014-10-23,미국,658,14017716731,"1,764,233",5591958031,"681,067",스릴러,청소년관람불가,4,9500
324,대호,박훈정,(주)넥스트엔터테인먼트월드(NEW),2015-12-16,한국,892,13489904632,"1,762,742",3054751306,"383,850",사극,12세이상관람가,4,9500
325,걸리버 여행기,롭 레터맨,이십세기폭스코리아(주),2011-01-27,미국,513,16441355500,"1,762,070",4505618000,"442,035",코미디,전체관람가,1,8500
327,이미테이션 게임,모튼 틸덤,메가박스중앙(주)플러스엠,2015-02-17,영국,541,13654746120,"1,743,774",4581883920,"569,958",드라마,15세이상관람가,1,9500
328,전설의 주먹,강우석,씨제이이앤엠(주),2013-04-10,한국,724,12732236500,"1,737,253",3596610500,"473,110",드라마,청소년관람불가,2,9500
329,제보자,임순례,메가박스중앙(주)플러스엠,2014-10-02,한국,676,13371522302,"1,735,640",3805990802,"474,188",드라마,12세이상관람가,4,9500
330,씽,가스 제닝스,유니버설픽쳐스인터내셔널 코리아(유),2016-12-21,미국,795,13257953389,"1,729,426",3515441489,"434,689",애니메이션,전체관람가,4,9500
331,러브픽션,전계수,(주)넥스트엔터테인먼트월드(NEW),2012-02-29,한국,617,13200412500,"1,726,202",4746233500,"593,077",멜로/로맨스,15세이상관람가,1,8500
332,킬러의 보디가드,패트릭 휴즈,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2017-08-30,미국,482,14020395800,"1,721,757",4048575300,"488,376",액션,15세이상관람가,3,9500
333,언터처블: 1%의 우정,"올리비에르 나카체,에릭 토레다노",(주)넥스트엔터테인먼트월드(NEW),2012-03-22,프랑스,454,12731016000,"1,719,772",4700697000,"606,387",코미디,12세이상관람가,1,8500
334,평양성,이준익,롯데쇼핑㈜롯데엔터테인먼트,2011-01-27,한국,451,12684530500,"1,717,566",3145453500,"405,140",전쟁,12세이상관람가,1,8500
335,샌 안드레아스,브래드 페이튼,워너브러더스 코리아(주),2015-06-03,미국,847,14411907152,"1,714,071",3828644552,"430,540",액션,12세이상관람가,2,9500
336,파파로티,윤종찬,(주)쇼박스,2013-03-14,한국,552,11808286000,"1,713,891",3136119000,"433,742",드라마,15세이상관람가,1,9500
337,쎄시봉,김현석,씨제이이앤엠(주),2015-02-05,한국,829,13509581911,"1,707,487",3396629711,"414,692",멜로/로맨스,15세이상관람가,1,9500
338,님은 먼 곳에,이준익,(주)쇼박스,2008-07-24,한국,499,11211235000,"1,706,576",3753937167,"545,819",드라마,15세이상관람가,3,7500
339,토르: 천둥의 신,케네스 브래너,씨제이이앤엠(주),2011-04-28,미국,496,15985407000,"1,694,529",5350815000,"519,905",액션,12세이상관람가,2,8500
340,불꽃처럼 나비처럼,김용균,(주)쇼박스,2009-09-24,한국,437,12447633504,"1,690,294",3677266500,"475,245",멜로/로맨스,15세이상관람가,3,8500
341,콩: 스컬 아일랜드,조던 복트-로버츠,워너브러더스 코리아(주),2017-03-08,미국,984,13951644383,"1,685,933",3315501383,"382,935",액션,12세이상관람가,1,9500
342,점퍼,더그 라이만,이십세기폭스필름코퍼레이션,2008-02-14,미국,353,10999769000,"1,685,405",3677476000,"535,228",SF,15세이상관람가,1,7500
343,피끓는 청춘,이연우,롯데쇼핑㈜롯데엔터테인먼트,2014-01-22,한국,679,11688382888,"1,676,040",2648698888,"362,379",코미디,15세이상관람가,1,9500
344,23 아이덴티티,M. 나이트 샤말란,유니버설픽쳐스인터내셔널 코리아(유),2017-02-22,미국,952,13609456135,"1,675,798",4134850035,"490,806",스릴러,15세이상관람가,1,9500
345,마다가스카의 펭귄,"에릭 다넬,사이몬 J.스미스",씨제이이앤엠(주),2014-12-31,미국,615,12498978959,"1,661,230",3023319659,"382,230",애니메이션,전체관람가,4,9500
346,아이스 에이지 4: 대륙 이동설,"스티브 마티노,마이크 트메이어",이십세기폭스코리아(주),2012-07-25,미국,501,12291809704,"1,648,070",3012620000,"376,094",애니메이션,전체관람가,3,8500
347,공모자들,김홍선,"씨너스엔터테인먼트(주),타임스토리그룹(주)",2012-08-29,한국,496,12240964500,"1,646,142",3347272500,"427,942",범죄,청소년관람불가,3,8500
348,임금님의 사건수첩,문현성,씨제이이앤엠(주),2017-04-26,한국,"1,054",12648793723,"1,634,403",3034042823,"380,247",코미디,12세이상관람가,2,9500
349,고死 : 피의 중간고사,창,에스케이텔레콤(주),2008-08-07,한국,270,10299976000,"1,634,051",2309889500,"344,864",공포(호러),15세이상관람가,3,7500
350,마다가스카3 : 이번엔 서커스다!,"에릭 다넬,톰 맥그라스,콘래드 베논",씨제이이앤엠(주),2012-06-06,미국,564,12494860000,"1,626,704",3690019500,"447,184",애니메이션,전체관람가,2,8500
351,블랙 스완,대런 아로노프스키,이십세기폭스코리아(주),2011-02-24,미국,294,12484096000,"1,623,199",5412384000,"677,998",드라마,청소년관람불가,1,8500
352,분노의 질주: 언리미티드,저스틴 린,유니버설픽쳐스인터내셔널 코리아(유),2011-04-20,미국,457,12292868000,"1,621,973",4007958500,"504,937",스릴러,15세이상관람가,2,8500
354,무방비도시,이상기,씨제이엔터테인먼트,2008-01-10,한국,336,10591349944,"1,613,728",3030958444,"440,111",범죄,15세이상관람가,1,7500
355,우아한 거짓말,이한,CGV아트하우스,2014-03-13,한국,555,11694011300,"1,613,392",2889534200,"382,305",드라마,12세이상관람가,1,9500
356,하울링,유하,씨제이이앤엠(주),2012-02-16,한국,550,11765293500,"1,612,554",2751165500,"355,720",범죄,15세이상관람가,1,8500
357,두근두근 내 인생,이재용,씨제이이앤엠(주),2014-09-03,한국,629,12191623034,"1,611,519",2557981934,"322,968",드라마,12세이상관람가,3,9500
359,스타트렉 다크니스,J.J. 에이브럼스,씨제이이앤엠(주),2013-05-30,미국,607,12964828000,"1,605,271",4797934000,"557,358",액션,12세이상관람가,2,9500
360,로빈 후드,리들리 스콧,유니버설픽쳐스인터내셔널 코리아(유),2010-05-13,미국,555,11746340129,"1,596,574",3818192500,"492,605",액션,15세이상관람가,2,8500
361,더 폰,김봉주,(주)넥스트엔터테인먼트월드(NEW),2015-10-22,한국,794,12309164568,"1,593,694",2963876068,"366,753",스릴러,15세이상관람가,4,9500
362,300: 제국의 부활,노암 머로,워너브러더스 코리아(주),2014-03-06,미국,720,13395159700,"1,593,116",4270110800,"481,429",액션,청소년관람불가,1,9500
363,지구가 멈추는 날,스콧 데릭슨,이십세기폭스코리아(주),2008-12-24,미국,469,10395192543,"1,576,333",3176244333,"453,854",SF,12세이상관람가,4,7500
364,적벽대전:거대한 전쟁의 시작,오우삼,(주)쇼박스,2008-07-10,중국,447,10218959760,"1,573,621",3441752000,"502,882",액션,15세이상관람가,3,7500
365,무적자,송해성,씨제이엔터테인먼트,2010-09-16,한국,416,11816488677,"1,571,432",2859696500,"358,104",드라마,15세이상관람가,3,8500
366,원스어폰어타임,정용기,(유)씨에이치엔터테인먼트,2008-01-31,한국,315,10180143111,"1,562,486",2842247111,"413,874",액션,12세이상관람가,1,7500
368,용의자X,방은진,씨제이이앤엠(주),2012-10-18,한국,553,11241013000,"1,552,055",3368822000,"444,111",미스터리,15세이상관람가,4,8500
369,유감스러운 도시,김동원,씨제이엔터테인먼트,2009-01-22,한국,375,10300187478,"1,534,911",2231852000,"311,803",코미디,15세이상관람가,1,8500
370,작전,이호재,(주)쇼박스,2009-02-12,한국,393,10198304795,"1,534,407",3071680000,"441,745",범죄,15세이상관람가,1,8500
371,벼랑 위의 포뇨,미야자키 하야오,(주)쇼박스,2008-12-17,일본,379,9546895503,"1,521,842",3155013000,"472,286",애니메이션,전체관람가,4,7500
372,오블리비언,조셉 코신스키,유니버설픽쳐스인터내셔널 코리아(유),2013-04-11,미국,634,11165841500,"1,515,356",3772808000,"484,314",액션,15세이상관람가,2,9500
373,몬스터 호텔 2,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),2015-12-24,미국,686,11088271276,"1,515,104",2466450593,"325,206",애니메이션,전체관람가,4,9500
374,엑소더스: 신들과 왕들,리들리 스콧,이십세기폭스코리아(주),2014-12-03,미국,865,12444133926,"1,511,145",3884573126,"451,543",드라마,12세이상관람가,4,9500
375,퍼펙트 게임,박희곤,롯데쇼핑㈜롯데엔터테인먼트,2011-12-21,한국,413,11220408500,"1,507,084",3504286500,"450,844",드라마,12세이상관람가,4,8500
376,인디펜던스 데이 : 리써전스,롤랜드 에머리히,이십세기폭스코리아(주),2016-06-22,미국,926,12770879840,"1,500,830",3608327100,"398,361",액션,12세이상관람가,2,9500
377,더 게임,윤인호,,2008-01-30,한국,339,9869346557,"1,496,214",3151455557,"453,937",스릴러,15세이상관람가,1,7500
378,토이 스토리 3,리 언크리치,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-08-05,미국,394,14556420970,"1,484,843",5326645000,"511,917",가족,전체관람가,3,8500
379,나니아 연대기:캐스피언 왕자 ,앤드류 아담슨,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-05-15,미국,551,9236952333,"1,478,573",2808375333,"427,352",어드벤처,전체관람가,2,7500
380,차이나타운,한준희,CGV아트하우스,2015-04-29,한국,551,11989400678,"1,472,006",3327822078,"395,351",범죄,청소년관람불가,2,9500
381,부라더,장유정,메가박스중앙(주)플러스엠,2017-11-02,한국,889,11590908298,"1,468,301",2357877298,"287,039",코미디,12세이상관람가,4,9500
382,해무(海霧),심성보,(주)넥스트엔터테인먼트월드(NEW),2014-08-13,한국,584,11631310219,"1,466,830",3232230219,"393,674",드라마,청소년관람불가,3,9500
383,브레이킹 던 part1,빌 콘돈,(주)넥스트엔터테인먼트월드(NEW),2011-11-30,미국,636,10713863000,"1,462,280",3478893500,"452,507",드라마,15세이상관람가,4,8500
384,새미의 어드벤쳐 2,벤 스타센,씨제이이앤엠(주),2012-08-01,벨기에,486,10805555000,"1,452,872",2214827000,"279,930",애니메이션,전체관람가,3,8500
385,위대한 개츠비,바즈 루어만,워너브러더스 코리아(주),2013-05-16,미국,562,10580582143,"1,445,124",4776767643,"625,029",드라마,15세이상관람가,2,9500
386,인간중독,김대우,(주)넥스트엔터테인먼트월드(NEW),2014-05-14,한국,682,11284787400,"1,441,964",3245824400,"399,065",멜로/로맨스,청소년관람불가,2,9500
388,잃어버린 세계를 찾아서,에릭 브리빅,롯데쇼핑㈜롯데엔터테인먼트,2008-12-17,미국,316,9339002945,"1,438,353",2232136500,"317,918",SF,전체관람가,4,7500
389,다이하드: 굿 데이 투 다이,존 무어,이십세기폭스코리아(주),2013-02-06,미국,459,10825703000,"1,438,056",2967502000,"373,401",액션,15세이상관람가,1,9500
390,탐정 홍길동: 사라진 마을,조성희,씨제이이앤엠(주),2016-05-04,한국,764,11483686845,"1,426,873",2822840805,"336,208",드라마,15세이상관람가,2,9500
391,런닝맨,조동오,이십세기폭스코리아(주),2013-04-04,한국,567,10011200500,"1,416,053",2410370500,"324,400",액션,15세이상관람가,2,9500
393,구르믈 버서난 달처럼,이준익,에스케이텔레콤(주),2010-04-28,한국,509,10408565262,"1,407,681",3349797000,"432,451",사극,15세이상관람가,2,8500
395,예스맨,페이튼 리드,워너브러더스 코리아(주),2008-12-17,미국,244,9346501843,"1,402,609",4069577833,"585,717",코미디,15세이상관람가,4,7500
396,벤허,티무르 베크맘베토브,롯데쇼핑㈜롯데엔터테인먼트,2016-09-14,미국,717,11405870395,"1,399,771",2957265515,"356,087",어드벤처,12세이상관람가,3,9500
397,말레피센트,로버트 스트롬버그,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-05-29,미국,554,10776965900,"1,397,526",3434954900,"423,807",액션,12세이상관람가,2,9500
398,라스트 에어벤더,M. 나이트 샤말란,씨제이엔터테인먼트,2010-08-19,미국,396,14078896543,"1,394,110",3563315000,"333,170",액션,전체관람가,3,8500
399,기억의 밤,장항준,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,한국,751,10646654660,"1,386,611",2885227160,"362,625",미스터리,15세이상관람가,4,9500
401,해피 데스데이,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2017-11-08,미국,714,11003095402,"1,382,480",3024232752,"365,202",공포(호러),15세이상관람가,4,9500
402,폼페이: 최후의 날,폴 W.S. 앤더슨,롯데쇼핑㈜롯데엔터테인먼트,2014-02-20,미국,561,10303127700,"1,373,873",3209370000,"409,656",액션,15세이상관람가,1,9500
403,브이아이피,박훈정,워너브러더스 코리아(주),2017-08-23,한국,996,10956621835,"1,373,316",2863320535,"345,963",범죄,청소년관람불가,3,9500
404,특별시민,박인제,(주)쇼박스,2017-04-26,한국,"1,154",10494768945,"1,362,634",2869531745,"360,598",드라마,15세이상관람가,2,9500
405,퓨리,데이비드 에이어,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-11-20,미국,590,10367640686,"1,362,114",3235026086,"408,093",액션,15세이상관람가,4,9500
406,트와일라잇,캐서린 하드윅,(주)넥스트엔터테인먼트월드(NEW),2008-12-10,미국,343,8796916521,"1,356,180",3326752000,"490,035",액션,12세이상관람가,4,7500
407,차형사,신태라,씨제이이앤엠(주),2012-05-30,한국,433,9752555296,"1,346,754",2184448796,"283,739",코미디,15세이상관람가,2,8500
408,은교,정지우,롯데쇼핑㈜롯데엔터테인먼트,2012-04-25,한국,521,9917728000,"1,346,274",3405009000,"446,283",멜로/로맨스,청소년관람불가,2,8500
409,닌자 어쌔신,제임스 맥티그,워너브러더스 코리아(주),2009-11-26,미국,324,10240398634,"1,345,025",3427351500,"430,606",액션,청소년관람불가,4,8500
410,신들의 전쟁,타셈 싱,(주)넥스트엔터테인먼트월드(NEW),2011-11-10,미국,525,11726682000,"1,338,411",4049820000,"437,778",드라마,청소년관람불가,4,8500
411,미스터 고,김용화,(주)쇼박스,2013-07-17,한국,840,9337990000,"1,328,890",2389631500,"321,292",코미디,12세이상관람가,3,9500
412,굿 다이노,피터 손,월트디즈니컴퍼니코리아(주),2016-01-07,미국,814,9753434238,"1,328,394",2322181446,"300,420",애니메이션,전체관람가,1,9500
413,드라큘라: 전설의 시작,개리 쇼어,유니버설픽쳐스인터내셔널 코리아(유),2014-10-08,미국,477,10607703908,"1,321,751",3096355208,"372,677",판타지,15세이상관람가,4,9500
414,청담보살,김진영,(주)넥스트엔터테인먼트월드(NEW),2009-11-11,한국,404,9687687439,"1,321,005",2882176500,"372,155",멜로/로맨스,15세이상관람가,4,8500
415,월ㆍE,앤드류 스탠튼,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-08-06,미국,347,8264916667,"1,320,830",3214043333,"482,446",애니메이션,전체관람가,3,7500
416,가디언즈 오브 갤럭시,제임스 건,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-07-31,미국,539,11098239184,"1,311,190",4116280484,"460,828",액션,12세이상관람가,3,9500
417,간첩,우민호,롯데쇼핑㈜롯데엔터테인먼트,2012-09-20,한국,576,9316548500,"1,310,895",2407402000,"326,457",드라마,15세이상관람가,3,8500
418,월드 인베이젼,조나단 리브스만,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-03-10,미국,441,9799358000,"1,307,873",3039985500,"384,389",SF,12세이상관람가,1,8500
419,에이리언: 커버넌트,리들리 스콧,이십세기폭스코리아(주),2017-05-09,미국,841,10745826264,"1,307,226",3395853714,"396,001",SF,15세이상관람가,2,9500
421,장산범,허정,(주)넥스트엔터테인먼트월드(NEW),2017-08-17,한국,711,10332117083,"1,305,145",2153814083,"257,679",미스터리,15세이상관람가,3,9500
423,엑스맨 탄생: 울버린,개빈 후드,이십세기폭스코리아(주),2009-04-30,미국,403,8560185022,"1,303,452",2894851000,"417,619",SF,12세이상관람가,2,8500
425,셜록: 유령신부,더글라스 맥키넌,메가박스중앙(주)플러스엠,2016-01-02,영국,891,9992425049,"1,278,894",3349055436,"414,976",범죄,12세이상관람가,1,9500
426,킹콩을 들다,박건용,(주)넥스트엔터테인먼트월드(NEW),2009-07-01,한국,411,8597263166,"1,277,800",2935984500,"397,780",드라마,전체관람가,3,8500
427,소스 코드,던칸 존스,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-05-04,미국,403,9638293500,"1,277,301",3714195000,"469,899",액션,12세이상관람가,2,8500
431,마다가스카 2,"에릭 다넬,톰 맥그라스",씨제이엔터테인먼트,2009-01-08,미국,381,7644143364,"1,247,015",2370161500,"360,893",애니메이션,전체관람가,1,8500
432,간기남,김형준,(주)쇼박스,2012-04-11,한국,356,9356404500,"1,246,185",2480022000,"313,190",코미디,청소년관람불가,2,8500
433,꿀벌대소동,"스티브 히크너,사이몬 J.스미스",씨제이엔터테인먼트,2008-01-03,미국,271,7371537000,"1,240,953",1699947000,"275,524",가족,전체관람가,1,7500
435,육혈포 강도단,강효진,롯데쇼핑㈜롯데엔터테인먼트,2010-03-18,한국,319,8784927671,"1,233,582",2278826500,"302,702",코미디,15세이상관람가,1,8500
436,메리다와 마법의 숲,"마크 앤드류스,브렌다 채프먼",한국소니픽쳐스릴리징브에나비스타영화㈜,2012-09-27,미국,479,9024766000,"1,231,024",2220052500,"289,140",애니메이션,전체관람가,3,8500
437,심야의 F.M.,김상만,롯데쇼핑㈜롯데엔터테인먼트,2010-10-14,한국,422,9328562568,"1,228,673",2982025500,"373,247",스릴러,청소년관람불가,4,8500
438,특별수사: 사형수의 편지,권종관,(주)넥스트엔터테인먼트월드(NEW),2016-06-16,한국,691,9792082065,"1,225,142",2119260245,"255,249",범죄,15세이상관람가,2,9500
439,찌라시: 위험한 소문,김광식,씨제이이앤엠(주),2014-02-20,한국,560,9111648087,"1,221,420",2127543287,"272,430",범죄,15세이상관람가,1,9500
440,포비든 킹덤: 전설의 마스터를 찾아서,롭 민코프,(주)시네마서비스,2008-04-24,미국,394,7876101835,"1,221,352",2242422335,"327,445",액션,12세이상관람가,2,7500
441,토탈 리콜,렌 와이즈먼,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-08-15,미국,448,8958236000,"1,219,637",2911318500,"378,245",SF,15세이상관람가,3,8500
442,결혼전야,홍지영,씨너스엔터테인먼트(주),2013-11-21,한국,524,8431504719,"1,212,270",2667346719,"365,215",멜로/로맨스,15세이상관람가,4,9500
443,레지던트 이블 4: 끝나지 않은 전쟁 3D,폴 W.S. 앤더슨,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-09-16,독일,335,14767125516,"1,209,538",4547529000,"365,095",공포(호러),청소년관람불가,3,8500
444,엘리시움,닐 블롬캠프,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-08-29,미국,588,9017994500,"1,207,732",3172662500,"403,184",SF,청소년관람불가,3,9500
445,악녀,정병길,(주)넥스트엔터테인먼트월드(NEW),2017-06-08,한국,685,9730720144,"1,206,917",2546959444,"304,997",액션,청소년관람불가,2,9500
446,인사동 스캔들,박희곤,에스케이텔레콤(주),2009-04-29,한국,314,7900084842,"1,206,101",2450497500,"353,002",드라마,15세이상관람가,2,8500
447,깡철이,안권태,씨제이이앤엠(주),2013-10-02,한국,707,8534777462,"1,204,666",2054267462,"274,966",드라마,15세이상관람가,4,9500
448,시간이탈자,곽재용,씨제이이앤엠(주),2016-04-13,한국,733,9729882195,"1,202,058",2733406795,"325,133",스릴러,15세이상관람가,2,9500
449,R2B: 리턴투베이스,김동원,씨제이이앤엠(주),2012-08-15,한국,539,8600489371,"1,201,640",1993557324,"264,850",액션,15세이상관람가,3,8500
450,해빙,이수연,롯데쇼핑㈜롯데엔터테인먼트,2017-03-01,한국,915,9879737822,"1,201,576",2434113422,"284,100",스릴러,15세이상관람가,1,9500
451,더 웹툰: 예고살인,김용균,씨제이이앤엠(주),2013-06-27,한국,541,8534322070,"1,201,033",2327450570,"314,005",공포(호러),15세이상관람가,2,9500
452,나니아 연대기: 새벽 출정호의 항해,마이클 앱티드,이십세기폭스코리아(주),2010-12-08,미국,502,11276008290,"1,182,228",3347082500,"323,930",판타지,전체관람가,4,8500
453,빅매치,최호,(주)넥스트엔터테인먼트월드(NEW),2014-11-27,한국,627,8952096578,"1,177,438",2231518478,"280,152",액션,15세이상관람가,4,9500
454,서양 골동 양과자점 앤티크,민규동,"오퍼스픽쳐스,(주)쇼박스",2008-11-13,한국,451,7367880833,"1,173,310",2638318333,"397,561",드라마,15세이상관람가,4,7500
455,웜 바디스,조나단 레빈,씨제이이앤엠(주),2013-03-14,미국,477,8361708124,"1,169,839",2687807624,"357,532",멜로/로맨스,15세이상관람가,1,9500
456,"당신, 거기 있어줄래요",홍지영,롯데쇼핑㈜롯데엔터테인먼트,2016-12-14,한국,767,9361133648,"1,168,625",2667189948,"319,506",판타지,12세이상관람가,4,9500
457,동주,이준익,메가박스중앙(주)플러스엠,2016-02-17,한국,499,8864695589,"1,168,427",2961796289,"376,321",드라마,12세이상관람가,1,9500
458,돈의 맛,임상수,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012-05-17,한국,643,8776870611,"1,165,488",2880753111,"365,067",드라마,청소년관람불가,2,8500
459,워크래프트: 전쟁의 서막,던칸 존스,유니버설픽쳐스인터내셔널 코리아(유),2016-06-09,미국,736,10140269205,"1,163,120",3013648005,"324,321",액션,12세이상관람가,2,9500
460,장수상회,강제규,씨제이이앤엠(주),2015-04-09,한국,688,8707389643,"1,160,935",2204750243,"284,742",멜로/로맨스,12세이상관람가,2,9500
461,가문의 영광5 - 가문의 귀환,정용기,롯데쇼핑㈜롯데엔터테인먼트,2012-12-19,한국,447,8330342500,"1,160,021",1681261500,"224,852",코미디,15세이상관람가,4,8500
462,슬로우 비디오,김영탁,이십세기폭스코리아(주),2014-10-02,한국,618,8840530219,"1,159,787",2288636719,"286,952",드라마,12세이상관람가,4,9500
463,스타트렉 비욘드,저스틴 린,롯데쇼핑㈜롯데엔터테인먼트,2016-08-17,미국,716,10193232820,"1,157,472",3559199400,"381,110",액션,12세이상관람가,3,9500
464,미씽: 사라진 여자,이언희,메가박스중앙(주)플러스엠,2016-11-30,한국,790,8881616256,"1,153,109",2457671256,"307,997",미스터리,15세이상관람가,4,9500
465,잃어버린 세계를 찾아서 2: 신비의 섬,브래드 페이튼,워너브러더스 코리아(주),2012-01-19,미국,398,9784305000,"1,149,628",2244305000,"239,683",액션,전체관람가,1,8500
466,용서는 없다,김형준,(주)시네마서비스,2010-01-07,한국,334,8737627361,"1,144,238",2656285000,"332,736",범죄,청소년관람불가,1,8500
467,"10,000 BC",롤랜드 에머리히,워너브러더스 코리아(주),2008-03-13,미국,359,7430607499,"1,140,118",2251461500,"326,091",어드벤처,15세이상관람가,1,7500
468,고령화 가족,송해성,씨제이이앤엠(주),2013-05-09,한국,583,8159482153,"1,139,250",2429592653,"324,221",드라마,15세이상관람가,2,9500
469,김종욱 찾기,장유정,씨제이엔터테인먼트,2010-12-08,한국,442,8271660983,"1,130,638",3070574500,"396,698",멜로/로맨스,12세이상관람가,4,8500
470,하루,조선호,CGV아트하우스,2017-06-15,한국,781,9068009842,"1,129,018",2244976142,"270,183",스릴러,15세이상관람가,2,9500
471,헝거게임: 캣칭 파이어,프란시스 로렌스,롯데쇼핑㈜롯데엔터테인먼트,2013-11-21,미국,630,7850816000,"1,125,739",2851643500,"385,304",판타지,15세이상관람가,4,9500
472,성난 변호사,허종호,씨제이이앤엠(주),2015-10-08,한국,607,8697174039,"1,124,918",2126132839,"263,369",범죄,15세이상관람가,4,9500
473,6년째 연애중,박현진,(주)스튜디오210,2008-02-05,한국,327,7460438000,"1,123,294",2369716000,"338,423",멜로/로맨스,15세이상관람가,1,7500
474,특수본,황병국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-11-24,한국,471,8096052500,"1,118,258",2269510500,"299,090",액션,15세이상관람가,4,8500
475,스타 트렉: 더 비기닝,J.J. 에이브럼스,씨제이엔터테인먼트,2009-05-07,미국,411,7425754645,"1,111,865",2761275000,"386,396",SF,12세이상관람가,2,8500
476,라이트 아웃,데이비드 F. 샌드버그,워너브러더스 코리아(주),2016-08-24,미국,659,8892177975,"1,111,158",2086096975,"248,265",공포(호러),15세이상관람가,3,9500
477,회사원,임상윤,(주)쇼박스,2012-10-11,한국,549,8321175000,"1,110,523",2544330000,"323,549",액션,청소년관람불가,4,8500
478,간신,민규동,롯데쇼핑㈜롯데엔터테인먼트,2015-05-21,한국,697,8946842910,"1,110,246",2421410210,"289,236",사극,청소년관람불가,2,9500
480,박물관이 살아있다 : 비밀의 무덤,숀 레비,이십세기폭스코리아(주),2015-01-14,미국,500,8170784606,"1,101,678",2209722306,"288,421",어드벤처,전체관람가,1,9500
481,베스트셀러,이정호,(주)시너지하우스 (시너지),2010-04-15,한국,317,8110824681,"1,099,665",2478553500,"317,714",미스터리,15세이상관람가,2,8500
483,마루 밑 아리에티,요네바야시 히로마사,씨제이엔터테인먼트,2010-09-09,일본,337,7773942884,"1,083,746",2826512500,"373,176",애니메이션,전체관람가,3,8500
484,가디언즈,피터 램지,씨제이이앤엠(주),2012-11-29,미국,470,8212243000,"1,075,584",2372102000,"283,476",애니메이션,전체관람가,4,8500
485,더 울버린,제임스 맨골드,이십세기폭스코리아(주),2013-07-25,미국,707,7849518000,"1,075,333",2418747500,"311,251",액션,15세이상관람가,3,9500
