순번,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,분기,일반상영관 가격
828,밀레니엄 : 여자를 증오한 남자들,데이빗 핀처,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-01-11,미국,321,3504509000,"443,889",1671193500,"205,218",스릴러,청소년관람불가,1,8500
830,오감도,"허진호,오기환",(주)시너지하우스 (시너지),2009-07-09,한국,302,3107441952,"443,462",1080324500,"144,583",드라마,청소년관람불가,3,8500
831,작은 영웅 데스페로,"샘 펠,로버트 스티븐헤이겐",유니버설픽쳐스인터내셔널 코리아(유),2009-02-12,미국,180,2549164359,"441,525",591203500,"96,337",애니메이션,전체관람가,1,8500
832,10억,조민호,(주)싸이더스,2009-08-06,한국,252,3142668973,"438,833",919393500,"120,650",스릴러,15세이상관람가,3,8500
833,워리어스 웨이,이승무,에스케이텔레콤(주),2010-12-01,미국,441,3134328730,"437,101",883586000,"117,792",액션,15세이상관람가,4,8500
834,아기와 나,김진영,(주)프라임엔터테인먼트,2008-08-14,한국,217,2667055000,"435,551",539965500,"84,298",드라마,12세이상관람가,3,7500
835,시즌 오브 더 위치: 마녀 호송단,도미닉 세나,(주)넥스트엔터테인먼트월드(NEW),2011-01-13,미국,218,3277434500,"435,201",936385500,"118,501",어드벤처,15세이상관람가,1,8500
836,원라인,양경모,(주)넥스트엔터테인먼트월드(NEW),2017-03-29,한국,613,3310122433,"433,825",807184333,"101,624",범죄,15세이상관람가,1,9500
837,마법에 걸린 사랑,케빈 리마,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-01-10,미국,247,2747631000,"431,376",1215109000,"181,961",멜로/로맨스,전체관람가,1,7500
838,"협녀, 칼의 기억",박흥식,롯데쇼핑㈜롯데엔터테인먼트,2015-08-13,한국,572,3360045489,"431,310",999537689,"123,013",사극,15세이상관람가,3,9500
839,창수,이덕희,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",2013-11-28,한국,415,3146542000,"429,141",740934000,"96,526",드라마,청소년관람불가,4,9500
840,랭고,고어 버빈스키,씨제이이앤엠(주),2011-03-03,미국,314,3039396000,"428,896",1022909000,"135,829",애니메이션,전체관람가,1,8500
841,오피스,홍원찬,(주)리틀빅픽쳐스,2015-09-03,한국,425,3354086230,"428,429",801709530,"97,876",스릴러,15세이상관람가,3,9500
842,모비딕,박인제,(주)쇼박스,2011-06-09,한국,377,3246572000,"428,139",1086129500,"135,442",스릴러,15세이상관람가,2,8500
843,스머프: 비밀의 숲,캘리 애스버리,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-04-28,미국,607,3122661000,"427,764",633690100,"83,429",애니메이션,전체관람가,2,9500
844,두 개의 달,김동빈,롯데쇼핑㈜롯데엔터테인먼트,2012-07-12,한국,347,2944786748,"425,972",605667102,"83,100",공포(호러),15세이상관람가,3,8500
845,나를 잊지 말아요,이윤정,씨제이이앤엠(주),2016-01-07,한국,559,3398915000,"425,799",980935100,"117,670",멜로/로맨스,15세이상관람가,1,9500
846,드래곤볼 에볼루션,제임스 왕,이십세기폭스코리아(주),2009-03-12,미국,278,2695732696,"425,571",629870000,"93,670",액션,전체관람가,1,8500
847,다이버전트,닐 버거,롯데쇼핑㈜롯데엔터테인먼트,2014-04-16,미국,511,3297709011,"424,041",1056211911,"129,527",SF,15세이상관람가,2,9500
848,티끌모아 로맨스,김정환,필라멘트픽쳐스,2011-11-10,한국,294,2942253500,"424,002",755646500,"101,133",멜로/로맨스,15세이상관람가,4,8500
849,기다리다 미쳐,류승진,(주)시네마서비스,2008-01-01,한국,239,2725342667,"422,363",724091167,"105,705",멜로/로맨스,15세이상관람가,1,7500
850,극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,(주)이수C&E,2017-12-21,일본,626,3117529700,"415,255",591147400,"76,058",애니메이션,전체관람가,4,9500
851,무뢰한,오승욱,CGV아트하우스,2015-05-27,한국,482,3262087431,"414,626",1116340931,"136,987",멜로/로맨스,청소년관람불가,2,9500
852,늑대소년-확장판,조성희,씨제이이앤엠(주),2012-12-06,한국,278,2868302500,"414,083",767129500,"105,940",멜로/로맨스,15세이상관람가,4,8500
853,킹 아서: 제왕의 검,가이 리치,워너브러더스 코리아(주),2017-05-17,영국,588,3348220655,"412,843",953887855,"113,292",판타지,12세이상관람가,2,9500
854,주온 : 끝의 시작,오치아이 마사유키,(주)넥스트엔터테인먼트월드(NEW),2014-07-16,일본,394,3071127231,"410,644",695266031,"88,552",공포(호러),15세이상관람가,3,9500
855,넛잡 2,캘런 브런커,롯데쇼핑㈜롯데엔터테인먼트,2017-10-03,한국,526,3038945100,"407,727",513530500,"66,475",애니메이션,전체관람가,4,9500
856,니코: 산타비행단의 모험,"캐리 주스넌,요르겐 레르담",씨너스엔터테인먼트(주),2012-12-25,핀란드,306,2786834000,"407,264",630429500,"88,120",애니메이션,전체관람가,4,8500
857,섹스 앤 더 시티 2,마이클 패트릭 킹,워너브러더스 코리아(주),2010-06-10,미국,238,3074026799,"405,580",1683672000,"214,021",드라마,청소년관람불가,2,8500
858,좋은 친구들,이도윤,씨제이이앤엠(주),2014-07-10,한국,371,3201527031,"404,456",869573831,"104,800",범죄,청소년관람불가,3,9500
861,아메리칸 메이드,더그 라이만,유니버설픽쳐스인터내셔널 코리아(유),2017-09-14,미국,691,3175539145,"401,541",932267045,"114,257",범죄,15세이상관람가,3,9500
862,아스트로 보이-아톰의 귀환,데이빗 보워스,㈜케이디미디어,2010-01-13,미국,285,2640270821,"401,477",642250500,"91,867",애니메이션,전체관람가,1,8500
863,닌자터틀,조나단 리브스만,씨제이이앤엠(주),2014-08-28,미국,479,3321120147,"400,329",1078017647,"120,563",액션,12세이상관람가,3,9500
864,판타스틱 4,조쉬 트랭크,이십세기폭스코리아(주),2015-08-20,미국,451,3029310600,"399,667",820859100,"103,173",액션,12세이상관람가,3,9500
865,익스펜더블,실베스터 스탤론,(주)싸이더스,2010-08-19,미국,256,3025538174,"398,097",986171000,"123,723",스릴러,청소년관람불가,3,8500
866,사랑이 무서워,정우철,롯데쇼핑㈜롯데엔터테인먼트,2011-03-10,한국,290,2992783000,"397,923",706539500,"88,089",코미디,15세이상관람가,1,8500
867,명탐정 코난 : 이차원의 저격수,시즈노 코분,씨제이이앤엠(주),2014-08-06,일본,299,2757396000,"397,381",596923300,"83,779",애니메이션,12세이상관람가,3,9500
869,헬보이 2 : 골든 아미,길예르모 델 토로,유니버설픽쳐스인터내셔널 코리아(유),2008-09-25,미국,279,2522851500,"391,513",706767500,"102,531",SF,12세이상관람가,3,7500
870,명탐정 코난 : 수평선상의 음모,야마모토 야스이치로,씨제이이앤엠(주),2013-08-07,일본,316,2460173000,"389,253",417563500,"63,735",애니메이션,12세이상관람가,3,9500
871,론 레인저,고어 버빈스키,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-07-04,미국,401,2750149500,"387,527",981855500,"134,579",액션,15세이상관람가,3,9500
872,내 심장을 쏴라,문제용,"(주)리틀빅픽쳐스,(주)이수C&E",2015-01-28,한국,452,2856859132,"387,409",602511932,"79,237",드라마,15세이상관람가,1,9500
873,나의 독재자,이해준,롯데쇼핑㈜롯데엔터테인먼트,2014-10-30,한국,654,2906692546,"385,934",882787046,"111,369",드라마,15세이상관람가,4,9500
874,명장,진가신,"롯데쇼핑㈜롯데엔터테인먼트,미디어소프트",2008-01-30,중국,236,2559950500,"385,841",819307000,"116,731",액션,청소년관람불가,1,7500
875,천재 강아지 미스터 피바디,롭 민코프,씨제이이앤엠(주),2014-04-24,미국,533,2859791400,"385,552",752045900,"96,612",애니메이션,전체관람가,2,9500
876,언더 워터,자움 콜렛 세라,유니버설픽쳐스인터내셔널 코리아(유),2016-07-13,미국,518,3111772391,"384,789",722677691,"87,120",공포(호러),15세이상관람가,3,9500
877,크로니클,조쉬 트랭크,이십세기폭스코리아(주),2012-03-15,미국,324,2881024000,"383,862",945721500,"120,118",액션,15세이상관람가,1,8500
879,보통사람,김봉한,오퍼스픽쳐스,2017-03-23,한국,621,2956397623,"383,336",736134723,"92,067",드라마,15세이상관람가,1,9500
880,소수의견,김성제,(주)시네마서비스,2015-06-24,한국,398,2891431205,"383,332",998799305,"128,825",드라마,15세이상관람가,2,9500
881,트론: 새로운 시작,조셉 코신스키,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-12-29,미국,379,4258700247,"382,607",1878516000,"161,218",SF,12세이상관람가,4,8500
883,대장 김창수,이원태,"씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",2017-10-19,한국,748,2871905115,"380,581",740794715,"93,920",드라마,12세이상관람가,4,9500
885,스토커,박찬욱,이십세기폭스코리아(주),2013-02-28,미국,329,2828301674,"378,729",1259351674,"163,582",드라마,청소년관람불가,1,9500
886,공자 춘추전국시대,후메이,(주)시너지하우스 (시너지),2010-02-11,중국,243,2819298799,"377,801",811821000,"103,188",드라마,12세이상관람가,1,8500
889,프롬 파리 위드 러브,피에르 모렐,㈜케이디미디어,2010-03-11,프랑스,300,2850441248,"375,573",944127500,"118,230",액션,청소년관람불가,1,8500
890,컨트롤러,조지 놀피,유니버설픽쳐스인터내셔널 코리아(유),2011-03-03,미국,371,2862234500,"373,344",1181928000,"147,607",스릴러,12세이상관람가,1,8500
891,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,유야마 쿠니히코,씨제이 씨지브이(CJ CGV)(주),2010-12-23,일본,140,2557477869,"366,277",768747000,"107,618",애니메이션,전체관람가,4,8500
893,문프린세스 : 문에이커의 비밀,가버 추보,(주)성원아이컴,2009-02-19,영국,262,2260376662,"365,525",634983000,"97,231",어드벤처,전체관람가,1,8500
894,그레이의 50가지 그림자,샘 테일러-존슨,유니버설픽쳐스인터내셔널 코리아(유),2015-02-26,미국,512,2918598796,"364,415",1201564996,"145,292",드라마,청소년관람불가,1,9500
895,레드 라이딩 후드,캐서린 하드윅,워너브러더스 코리아(주),2011-03-17,미국,249,2728562500,"362,572",1032181500,"131,108",드라마,15세이상관람가,1,8500
896,펠햄 123,토니 스콧,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-06-11,미국,241,2415075136,"360,661",1023511000,"145,905",액션,15세이상관람가,2,8500
897,홈,팀 존슨,씨제이이앤엠(주),2015-05-21,미국,532,2692225691,"360,556",649663691,"83,379",애니메이션,전체관람가,2,9500
898,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,유야마 쿠니히코,씨제이이앤엠(주),2011-12-22,일본,237,2382820000,"359,663",510216500,"73,338",애니메이션,전체관람가,4,8500
899,크리스마스 캐롤,로버트 저메키스,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-11-26,미국,173,2703851150,"358,286",1267721000,"152,012",애니메이션,전체관람가,4,8500
900,데스노트 L: 새로운 시작,나카타 히데오,"(주)엔케이컨텐츠,(유)씨에이치엔터테인먼트",2008-02-21,일본,243,2174665500,"358,046",546124000,"84,691",스릴러,15세이상관람가,1,7500
901,클로버필드 10번지,댄 트라첸버그,롯데쇼핑㈜롯데엔터테인먼트,2016-04-07,미국,575,2922834655,"356,976",1056740255,"124,309",미스터리,15세이상관람가,2,9500
902,경성학교: 사라진 소녀들,이해영,롯데쇼핑㈜롯데엔터테인먼트,2015-06-18,한국,489,2749027700,"356,342",726924400,"90,270",미스터리,15세이상관람가,2,9500
903,어쌔신 크리드,저스틴 커젤,이십세기폭스코리아(주),2017-01-11,미국,566,2899784921,"355,913",763791621,"90,313",액션,15세이상관람가,1,9500
904,플립,롭 라이너,(주)팝엔터테인먼트,2017-07-12,미국,249,2818791900,"354,601",1025482700,"123,030",드라마,12세이상관람가,3,9500
905,석조저택 살인사건,"정식,김휘",씨네그루(주)키다리이엔티,2017-05-09,한국,539,2815742886,"351,830",765636486,"92,471",스릴러,15세이상관람가,2,9500
906,커플즈,정용기,(주)싸이더스,2011-11-02,한국,387,2646578500,"351,779",891317000,"112,135",멜로/로맨스,15세이상관람가,4,8500
907,싱글라이더,이주영,워너브러더스 코리아(주),2017-02-22,한국,576,2685519021,"351,276",945782821,"119,087",드라마,15세이상관람가,1,9500
908,오즈 그레이트 앤드 파워풀,샘 레이미,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-03-07,미국,425,2886185000,"350,563",1059535000,"117,879",판타지,전체관람가,1,9500
910,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,유야마 쿠니히코,씨제이이앤엠(주),2012-12-19,일본,275,1357449750,"348,883",301172000,"73,999",애니메이션,전체관람가,4,8500
911,해프닝,M. 나이트 샤말란,이십세기폭스코리아(주),2008-06-12,미국,244,2366614500,"348,772",892238000,"124,918",SF,청소년관람불가,2,7500
912,7호실,이용승,롯데쇼핑㈜롯데엔터테인먼트,2017-11-15,한국,629,2677284639,"347,790",784052239,"98,086",코미디,15세이상관람가,4,9500
913,치외법권,신동엽,판씨네마(주),2015-08-27,한국,446,2664941005,"346,483",586388005,"72,126",액션,15세이상관람가,3,9500
914,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,시기노 아키라,씨제이이앤엠(주),2011-05-05,일본,306,2319696500,"346,441",490556000,"70,279",애니메이션,전체관람가,2,8500
915,링컨: 뱀파이어 헌터,티무르 베크맘베토브,이십세기폭스코리아(주),2012-08-30,미국,337,2750911500,"344,876",921542500,"108,920",액션,청소년관람불가,3,8500
916,아메리칸 스나이퍼,클린트 이스트우드,워너브러더스 코리아(주),2015-01-14,미국,308,2800001438,"344,766",1052863738,"126,890",액션,청소년관람불가,1,9500
918,숲속으로,롭 마샬,월트디즈니컴퍼니코리아(주),2014-12-24,미국,356,2596533288,"341,882",991696988,"126,865",뮤지컬,전체관람가,4,9500
919,몬스터 패밀리,호거 태프,씨네그루(주)키다리이엔티,2017-12-21,독일,617,2531182700,"341,614",474831200,"60,474",애니메이션,전체관람가,4,9500
920,하이힐,장진,롯데쇼핑㈜롯데엔터테인먼트,2014-06-03,한국,385,2735972500,"339,844",789047000,"94,895",범죄,청소년관람불가,2,9500
921,음치 클리닉 ,김진영,롯데쇼핑㈜롯데엔터테인먼트,2012-11-29,한국,360,2248238000,"338,168",629586000,"93,656",멜로/로맨스,12세이상관람가,4,8500
922,맨발의 꿈,김태균,(주)쇼박스,2010-06-24,한국,333,2413427097,"338,080",739154500,"99,528",드라마,전체관람가,2,8500
923,바스터즈: 거친 녀석들,쿠엔틴 타란티노,유니버설픽쳐스인터내셔널 코리아(유),2009-10-28,미국,257,2547650425,"336,312",1091164000,"138,504",액션,청소년관람불가,4,8500
925,미나문방구,정익환,롯데쇼핑㈜롯데엔터테인먼트,2013-05-16,한국,385,2247017000,"334,323",569411500,"81,804",드라마,전체관람가,2,9500
926,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,씨제이이앤엠(주),2017-07-20,일본,547,2417712700,"333,082",369416200,"47,946",애니메이션,전체관람가,3,9500
927,에베레스트,발타자르 코루마쿠르,유니버설픽쳐스인터내셔널 코리아(유),2015-09-24,미국,331,3055119748,"332,180",1071862248,"107,240",어드벤처,12세이상관람가,3,9500
928,위자: 저주의 시작,마이크 플래너건,유니버설픽쳐스인터내셔널 코리아(유),2016-11-09,미국,467,2637517406,"331,877",558041806,"67,022",공포(호러),12세이상관람가,4,9500
929,무서운 이야기,"정범식,임대웅,홍지영,김곡,김선,민규동",롯데쇼핑㈜롯데엔터테인먼트,2012-07-25,한국,274,2452368566,"331,760",677799507,"87,835",공포(호러),청소년관람불가,3,8500
930,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,타카하시 시게하루,씨제이이앤엠(주),2016-07-20,일본,403,2466913080,"330,665",441346600,"56,343",애니메이션,전체관람가,3,9500
931,킬러스,로버트 루게틱,(주)넥스트엔터테인먼트월드(NEW),2010-09-02,미국,280,2428979292,"329,086",914463000,"117,566",액션,15세이상관람가,3,8500
932,선 오브 갓,크리스토퍼 스펜서,(주)프레인글로벌,2014-04-10,미국,419,2392109800,"329,029",797747600,"105,184",드라마,12세이상관람가,2,9500
933,프로포즈,앤 플레쳐,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-09-03,미국,174,2481694139,"328,767",1205331500,"153,321",멜로/로맨스,15세이상관람가,3,8500
934,링컨 차를 타는 변호사,브래드 퍼맨,씨너스엔터테인먼트(주),2011-06-16,미국,241,2443603500,"327,612",1119703000,"143,907",범죄,15세이상관람가,2,8500
935,잭 라이언 : 코드네임 쉐도우,케네스 브래너,씨제이이앤엠(주),2014-01-16,미국,419,2395409500,"327,591",702109000,"91,949",액션,12세이상관람가,1,9500
938,스폰지밥 3D,폴 티비트,씨제이이앤엠(주),2015-02-18,미국,357,2458946200,"325,016",512218000,"65,131",애니메이션,전체관람가,1,9500
939,사랑하기 때문에,주지홍,(주)넥스트엔터테인먼트월드(NEW),2017-01-04,한국,542,2538169440,"324,420",516573040,"63,326",코미디,12세이상관람가,1,9500
940,희생부활자,곽경택,(주)쇼박스,2017-10-12,한국,781,2515479835,"323,628",524639435,"64,620",미스터리,15세이상관람가,4,9500
941,정승필 실종사건,강석범,롯데쇼핑㈜롯데엔터테인먼트,2009-10-08,한국,238,2321588076,"322,459",552275500,"72,009",코미디,15세이상관람가,4,8500
944,옥자,봉준호,(주)넥스트엔터테인먼트월드(NEW),2017-06-29,미국,111,2432883900,"321,550",1394437900,"168,121",어드벤처,12세이상관람가,2,9500
945,블레이드 러너 2049,드니 빌뇌브,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-10-12,미국,664,2760845365,"321,018",1162877565,"128,723",SF,15세이상관람가,4,9500
946,어글리 트루스,로버트 루게틱,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-09-17,미국,185,2471953101,"320,997",1367788000,"171,620",코미디,청소년관람불가,3,8500
947,극적인 하룻밤,하기호,CGV아트하우스,2015-12-03,한국,434,2610929429,"320,923",778081829,"92,279",멜로/로맨스,청소년관람불가,4,9500
948,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",유야마 쿠니히코,씨제이이앤엠(주),2014-01-09,일본,406,2080468500,"320,409",450597500,"66,391",애니메이션,전체관람가,1,9500
949,아기배달부 스토크,"니콜라스 스톨러,더그 스윗랜드",워너브러더스 코리아(주),2016-12-07,미국,538,2415830200,"320,353",465509400,"57,099",애니메이션,전체관람가,4,9500
950,검우강호,오우삼,(주)에스비에스콘텐츠허브,2010-10-14,홍콩,343,2281559914,"318,157",688397000,"91,725",액션,15세이상관람가,4,8500
951,도리화가,이종필,씨제이이앤엠(주),2015-11-25,한국,563,2246950339,"317,505",697116939,"91,714",사극,12세이상관람가,4,9500
952,세상에서 가장 아름다운 이별,민규동,(주)넥스트엔터테인먼트월드(NEW),2011-04-20,한국,340,2295897500,"316,788",830311000,"109,685",드라마,15세이상관람가,2,8500
953,레드카펫,박범수,(주)프레인글로벌,2014-10-23,한국,385,2404458580,"316,780",602676380,"75,397",멜로/로맨스,15세이상관람가,4,9500
954,퍼펙트 겟어웨이,데이빗 토히,(주)시너지하우스 (시너지),2009-08-20,미국,226,2343962833,"315,888",693148500,"88,631",스릴러,15세이상관람가,3,8500
955,P.S. 아이 러브 유,리차드 라그라브네스,(주)쇼박스,2008-01-03,미국,196,2119345000,"315,863",907912500,"130,126",멜로/로맨스,15세이상관람가,1,7500
957,미녀와 야수,크리스토프 갱스,(주)넥스트엔터테인먼트월드(NEW),2014-06-18,프랑스,387,2385847300,"315,348",745899100,"94,306",판타지,전체관람가,2,9500
958,차이니즈 조디악,성룡,롯데쇼핑㈜롯데엔터테인먼트,2013-02-27,중국,300,2211711500,"315,305",591907500,"80,680",액션,12세이상관람가,1,9500
960,마이 블랙 미니드레스,허인무,씨제이이앤엠(주),2011-03-24,한국,325,2318884500,"313,953",741903500,"95,622",드라마,15세이상관람가,1,8500
961,엘라의 모험 : 해피엔딩의 위기,폴 J. 볼거,(주)쇼박스,2008-01-24,독일,191,1791623000,"312,640",442443000,"74,672",애니메이션,전체관람가,1,7500
962,CJ7:장강7호,주성치,㈜스튜디오이쩜영,2008-08-21,홍콩,234,1955693500,"312,576",593494500,"90,028",SF,전체관람가,3,7500
964,비행기 2: 소방구조대,로버츠 개너웨이,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-13,미국,341,2246970700,"311,456",431524600,"55,755",애니메이션,전체관람가,3,9500
965,쇼퍼홀릭,P.J. 호건,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-03-26,미국,180,2103939884,"311,274",1076625000,"153,261",코미디,12세이상관람가,1,8500
966,게이머,"브라이언 테일러,마크 네빌딘",(주)시너지하우스 (시너지),2009-10-01,미국,262,2380275031,"310,548",847086500,"105,301",액션,청소년관람불가,4,8500
967,주피터 어센딩,"라나 워쇼스키,앤디 워쇼스키",워너브러더스 코리아(주),2015-02-05,미국,561,2685741879,"309,729",832233679,"89,787",SF,12세이상관람가,1,9500
968,위대한 소원,남대중,(주)넥스트엔터테인먼트월드(NEW),2016-04-21,한국,524,2438260213,"308,180",557547213,"67,347",코미디,15세이상관람가,2,9500
969,주온-원혼의 부활,"아사토 마리,미야케 류타",(주)쇼박스,2009-07-09,일본,145,2133345728,"308,057",601921000,"80,835",공포(호러),15세이상관람가,3,8500
970,가디언의 전설,잭 스나이더,워너브러더스 코리아(주),2010-10-28,미국,268,2655721096,"307,217",767026500,"85,399",애니메이션,전체관람가,4,8500
971,빌리와 용감한 녀석들 2 ,닉힐 아드바니,(주)에스비에스콘텐츠허브,2013-02-21,인도,289,2006325000,"306,837",384270500,"55,552",애니메이션,전체관람가,1,9500
972,패딩턴,폴 킹,롯데쇼핑㈜롯데엔터테인먼트,2015-01-07,영국,408,2246424729,"305,100",646094129,"84,276",코미디,전체관람가,1,9500
976,포켓몬 더 무비 XY 후파: 광륜의 초마신,유야마 쿠니히코,(주)이수C&E,2015-12-23,일본,360,2156275800,"300,477",412792200,"55,992",애니메이션,전체관람가,4,9500
977,빌리와 용감한 녀석들 3D,"라인하드 클루스,호거 태프",(주)에스비에스콘텐츠허브,2012-08-08,독일,241,1961238000,"299,434",348695500,"48,327",애니메이션,전체관람가,3,8500
978,프랑켄슈타인: 불멸의 영웅,스튜어트 베티,(주)쇼박스,2014-02-06,미국,378,2174134123,"298,983",609747623,"80,083",액션,12세이상관람가,1,9500
980,위험한 관계,허진호,씨제이이앤엠(주),2012-10-11,중국,334,2122666230,"298,086",766827206,"103,451",멜로/로맨스,청소년관람불가,4,8500
981,스포트라이트,토마스 맥카시,(주)팝엔터테인먼트,2016-02-24,미국,320,2390611755,"297,944",1201355355,"146,498",드라마,15세이상관람가,1,9500
982,구스범스,롭 레터맨,유니버설픽쳐스인터내셔널 코리아(유),2016-01-14,미국,515,2221639712,"297,356",607220925,"79,043",액션,12세이상관람가,1,9500
983,로렉스,"크리스 리노드,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),2012-05-03,미국,463,2140045000,"297,025",557255500,"72,599",애니메이션,전체관람가,2,8500
984,모모와 다락방의 수상한 요괴들,오키우라 히로유키,타임스토리그룹(주),2012-07-05,일본,253,1957612000,"295,189",482980000,"68,912",애니메이션,전체관람가,3,8500
986,포인트 브레이크,에릭슨 코어,"(주)시네마서비스,(주)나이너스엔터테인먼트",2016-01-07,미국,409,2323707051,"294,320",648350064,"79,524",범죄,15세이상관람가,1,9500
987,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,유야마 쿠니히코,씨제이이앤엠(주),2011-12-22,일본,226,1997384500,"293,787",442947000,"63,403",애니메이션,전체관람가,4,8500
988,이스케이프 플랜,미카엘 하프스트롬,판씨네마(주),2013-12-05,미국,287,2105280679,"292,655",685515679,"91,130",액션,청소년관람불가,4,9500
989,베스트 키드,해럴드 즈워트,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-06-10,미국,259,2066507505,"292,529",567302000,"75,364",가족,12세이상관람가,2,8500
990,"러브, 로지",크리스티안 디터,(주)넥스트엔터테인먼트월드(NEW),2014-12-10,영국,379,2225917646,"292,430",939240646,"119,128",코미디,15세이상관람가,4,9500
991,더 그레이,조 카나한,(주)팝파트너스,2012-02-16,미국,298,2198959500,"292,217",740129000,"93,961",액션,15세이상관람가,1,8500
992,에이리언 VS 프레데터2 ,"콜린 스트라우스,그레그 스트라우스",이십세기폭스필름코퍼레이션,2008-01-17,미국,158,1869409000,"291,685",498102500,"74,971",SF,15세이상관람가,1,7500
993,호우시절,허진호,(주)넥스트엔터테인먼트월드(NEW),2009-10-08,한국,334,2165019514,"291,143",1033970500,"133,168",멜로/로맨스,15세이상관람가,4,8500
994,미드나잇 미트 트레인,기타무라 류헤이,롯데쇼핑㈜롯데엔터테인먼트,2008-08-21,미국,191,1965440000,"290,334",724548000,"101,189",공포(호러),청소년관람불가,3,7500
995,앨빈과 슈퍼밴드: 악동 어드벤처,월트 벡커,이십세기폭스코리아(주),2016-02-04,미국,380,2101036200,"289,645",450214100,"59,605",애니메이션,전체관람가,1,9500
996,런 올 나이트,자움 콜렛 세라,워너브러더스 코리아(주),2015-03-19,미국,411,2293671495,"289,534",623115595,"76,106",액션,청소년관람불가,1,9500
997,파이널 데스티네이션 4,데이빗 엘리슨,워너브러더스 코리아(주),2009-10-01,미국,216,2309480475,"289,117",830049500,"98,184",공포(호러),청소년관람불가,4,8500
998,혼숨,이두환,(주)프레인글로벌,2016-10-26,한국,498,2258422445,"288,016",374477045,"45,099",공포(호러),15세이상관람가,4,9500
999,1724 기방난동사건,여균동,(주)싸이더스,2008-12-03,한국,337,1886195121,"286,657",570796000,"82,806",사극,15세이상관람가,4,7500
"1,001",88분,존 애브넛,(주)프라임엔터테인먼트,2008-05-29,미국,199,1863411167,"284,619",669842167,"96,876",드라마,15세이상관람가,2,7500
"1,002",네버엔딩 스토리,정용주,(주)화앤담이엔티,2012-01-18,한국,269,2106823000,"283,449",638022000,"81,476",코미디,15세이상관람가,1,8500
"1,003",다이노 타임,"최윤석,존 카프카",씨제이이앤엠(주),2015-04-30,한국,430,2099683100,"283,300",405724600,"52,818",애니메이션,전체관람가,2,9500
"1,004",인서전트,로베르트 슈벤트케,롯데쇼핑㈜롯데엔터테인먼트,2015-03-25,미국,480,2158449889,"282,662",650066489,"81,654",SF,15세이상관람가,1,9500
"1,005",포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,(주)이수C&E,2016-12-22,일본,480,2147083300,"282,419",425667500,"53,872",애니메이션,전체관람가,4,9500
"1,006",프레데터스,님로드 안탈,이십세기폭스코리아(주),2010-08-26,미국,230,2025850507,"281,642",538838500,"70,677",액션,15세이상관람가,3,8500
"1,007",오큘러스,마이크 플래너건,씨네그루(주)다우기술,2014-05-29,미국,336,2122466537,"279,488",470167537,"59,344",미스터리,15세이상관람가,2,9500
"1,008",극장판 안녕 자두야,손석우,씨제이이앤엠(주),2016-05-04,한국,523,2124832300,"278,914",377332100,"46,697",애니메이션,전체관람가,2,9500
"1,009",사랑에 대한 모든 것,제임스 마쉬,유니버설픽쳐스인터내셔널 코리아(유),2014-12-10,미국,399,2162660589,"278,015",1027037089,"128,065",멜로/로맨스,12세이상관람가,4,9500
"1,010",드래그 미 투 헬,샘 레이미,㈜케이디미디어,2009-06-11,미국,242,1873729372,"277,224",685769500,"96,427",공포(호러),15세이상관람가,2,8500
"1,011",존 윅 - 리로드,채드 스타헬스키,(주)제이앤씨미디어그룹,2017-02-22,미국,250,2205582600,"276,379",752850000,"92,798",액션,청소년관람불가,1,9500
"1,012",우리는 동물원을 샀다,카메론 크로우,이십세기폭스코리아(주),2012-01-18,미국,235,1993190500,"276,334",734710500,"97,041",가족,전체관람가,1,8500
