,0
0,0.9923664122137404
1,0.3767123287671233
2,1.0
3,0.9541984732824428
4,0.71875
5,1.0
6,0.9571428571428572
7,0.9929078014184397
8,0.8243243243243243
9,0.9869281045751634
10,0.9006622516556292
11,1.0
12,1.0
13,0.9925373134328358
14,0.9928571428571429
15,0.9805194805194806
16,0.9538461538461539
17,0.9861111111111112
18,0.9383561643835616
19,0.9851851851851852
20,1.0
21,0.9851851851851852
22,1.0
23,0.9929577464788732
24,0.8787878787878788
25,0.9072847682119205
26,0.9790209790209791
27,1.0
28,0.9261744966442953
29,0.9673202614379085
30,1.0
31,0.9038461538461539
32,0.3442622950819672
33,0.9726027397260274
34,0.18725099601593626
35,0.7692307692307693
36,0.18951612903225806
37,0.9461883408071748
38,0.6769911504424779
39,1.0
40,0.18565400843881857
41,0.9539170506912442
42,0.9758454106280193
43,0.8412017167381974
