,0
0,83.33333333333334
1,96.66666666666667
2,73.33333333333333
3,83.33333333333334
4,76.66666666666667
5,73.33333333333333
6,90.0
7,90.0
8,100.0
9,80.0
10,93.33333333333333
11,73.33333333333333
12,36.666666666666664
13,66.66666666666666
14,96.66666666666667
15,96.66666666666667
16,86.66666666666667
17,93.33333333333333
18,93.33333333333333
19,86.66666666666667
20,90.0
21,83.33333333333334
22,86.66666666666667
23,100.0
24,93.33333333333333
25,93.33333333333333
26,80.0
27,100.0
28,86.66666666666667
29,93.33333333333333
30,80.0
31,63.33333333333333
32,90.0
33,96.66666666666667
34,96.66666666666667
35,90.0
36,100.0
37,56.666666666666664
38,56.666666666666664
39,80.0
40,96.66666666666667
41,76.66666666666667
42,56.666666666666664
43,96.66666666666667
