,0
0,1.0
1,0.8767123287671232
2,0.9632352941176471
3,0.9847328244274809
4,1.0
5,1.0
6,0.9285714285714286
7,0.9432624113475178
8,0.9256756756756757
9,0.9869281045751634
10,0.9205298013245033
11,1.0
12,0.7258064516129032
13,0.9477611940298507
14,1.0
15,0.6818181818181818
16,0.9846153846153847
17,0.8888888888888888
18,0.8904109589041096
19,0.9925925925925926
20,1.0
21,1.0
22,0.7985611510791367
23,1.0
24,0.8
25,0.8807947019867549
26,0.8181818181818182
27,1.0
28,0.9798657718120806
29,0.9934640522875817
30,0.9545454545454546
31,1.0
32,0.9221311475409836
33,0.9908675799086758
34,0.18725099601593626
35,0.5042735042735043
36,0.1935483870967742
37,0.7713004484304933
38,0.8893805309734514
39,0.2345679012345679
40,1.0
41,0.9907834101382489
42,0.6666666666666666
43,0.871244635193133
