,0
0,0.9581060606060606
1,0.2889355966279043
2,0.443980270664022
3,0.6227272727272727
4,0.9502890173410404
5,0.7524027459954233
6,0.9482222222222222
7,0.3835160884414884
8,0.5461410469729937
9,0.6088888888888889
10,0.9383561643835616
11,0.738544474393531
12,0.9593333333333334
13,0.42121182554395553
14,0.5853956200420368
15,0.7266666666666667
16,0.9533527696793003
17,0.8247162673392181
18,0.9673809523809523
19,0.18141632434363278
20,0.3055346668671981
21,0.5261904761904762
22,0.9608695652173913
23,0.68
