,0
0,0.8953488372093024
1,0.2681564245810056
2,0.8324022346368715
3,0.6292134831460674
4,0.9606741573033708
5,0.9314285714285714
6,0.8181818181818182
7,0.8595505617977528
8,0.8764044943820225
9,0.55
10,0.3128491620111732
11,0.9364161849710982
12,0.96
13,0.9491525423728814
14,0.9378531073446328
15,0.2611111111111111
16,0.8901734104046243
17,0.7005649717514124
18,0.8764044943820225
19,0.9655172413793104
20,0.9421965317919075
21,0.797752808988764
22,0.9606741573033708
23,0.3240223463687151
24,0.2681564245810056
25,0.2611111111111111
26,0.8228571428571428
27,1.0
28,0.7888888888888889
29,0.7430167597765364
30,0.5613382899628253
31,0.8679245283018868
32,0.26296296296296295
33,0.2
34,0.17037037037037037
35,0.7761194029850746
36,0.17037037037037037
37,0.6654135338345865
38,0.35687732342007433
39,0.5650557620817844
40,0.17037037037037037
41,0.7018867924528301
42,0.5
43,0.332089552238806
