,0
0,0.8666666666666667
1,0.5666666666666667
2,0.4888888888888889
3,0.6074074074074074
4,0.9518518518518518
5,0.7444444444444445
6,0.774074074074074
7,0.4888888888888889
8,0.8333333333333334
9,0.9814814814814815
10,0.9888888888888889
11,0.9925925925925926
12,0.737037037037037
13,0.4888888888888889
14,0.9925925925925926
15,0.4888888888888889
16,0.9666666666666667
17,0.9777777777777777
18,0.9888888888888889
19,0.9925925925925926
20,0.9888888888888889
21,0.9925925925925926
22,0.8777777777777778
23,1.0
24,0.4925925925925926
25,0.9407407407407408
26,0.9888888888888889
27,0.4888888888888889
28,0.9629629629629629
29,0.4888888888888889
30,0.9977777777777778
31,0.9911111111111112
32,0.48444444444444446
33,0.9955555555555555
34,0.48444444444444446
35,0.48444444444444446
36,0.48444444444444446
37,0.5355555555555556
38,0.9955555555555555
39,0.48444444444444446
40,0.48444444444444446
41,1.0
42,0.48444444444444446
43,0.48444444444444446
