,0
0,90.0
1,93.33333333333333
2,80.0
3,90.0
4,83.33333333333334
5,83.33333333333334
6,90.0
7,86.66666666666667
8,93.33333333333333
9,93.33333333333333
10,90.0
11,73.33333333333333
12,46.666666666666664
13,73.33333333333333
14,93.33333333333333
15,100.0
16,90.0
17,93.33333333333333
18,90.0
19,80.0
20,90.0
21,90.0
22,86.66666666666667
23,100.0
24,100.0
25,93.33333333333333
26,93.33333333333333
27,100.0
28,80.0
29,93.33333333333333
30,83.33333333333334
31,66.66666666666666
32,96.66666666666667
33,93.33333333333333
34,90.0
35,96.66666666666667
36,100.0
37,70.0
38,63.33333333333333
39,76.66666666666667
40,96.66666666666667
41,60.0
42,70.0
43,96.66666666666667
